lon,lat,State,State_Code,District,District_C,Township,Township_C,VillageTra,VT_Code,VT_HH,VT_Pop,Village,Village_Co,Village_HH,Village_Fa,Village_Po,Pop_2001,Pop_2013,Name,Longitude,Latitude,Population,Pop_2011,pop_g_u,pop_g_r,ho_size_u,ho_size_r,mg_fl_cl,gr_ml_cm,Source
95.611942,16.387695,Ayeyarwady,0,Phyapon,0,Bogale,0,Kunpin,0,270,570,Kunpin,0,150,70,290,290,,Kunpin,95.611942,16.387695,335,335,0.0063,0.0096,5.17,5.43,1,19,DRD
95.594291,16.39014,Ayeyarwady,0,Phyapon,0,Bogale,0,Kunpin,0,270,570,Payaledan,0,50,40,135,135,,Payaledan,95.594291,16.39014,156,156,0.0063,0.0096,5.17,5.43,1,19,DRD
95.596278,16.404812,Ayeyarwady,0,Phyapon,0,Bogale,0,Kunpin,0,270,570,Lamudan,0,70,30,150,150,,Lamudan,95.596278,16.404812,173,173,0.0063,0.0096,5.17,5.43,1,19,DRD
95.634866,16.39931,Ayeyarwady,0,Phyapon,0,Bogale,0,Hlwadaungzu,0,358,1526,Hlwadaungzu,0,85,62,395,395,,Hlwadaungzu,95.634866,16.39931,456,456,0.0063,0.0096,5.17,5.43,1,19,DRD
95.637541,16.410466,Ayeyarwady,0,Phyapon,0,Bogale,0,Hlwadaungzu,0,358,1526,Tumyaung,0,98,74,367,367,,Tumyaung,95.637541,16.410466,424,424,0.0063,0.0096,5.17,5.43,1,19,DRD
95.635936,16.417343,Ayeyarwady,0,Phyapon,0,Bogale,0,Hlwadaungzu,0,358,1526,Nyandawin,0,69,44,242,242,,Nyandawin,95.635936,16.417343,279,279,0.0063,0.0096,5.17,5.43,1,19,DRD
95.639681,16.381658,Ayeyarwady,0,Phyapon,0,Bogale,0,Hlwadaungzu,0,358,1526,Paingyaw,0,106,79,522,522,,Paingyaw,95.639681,16.381658,603,603,0.0063,0.0096,5.17,5.43,1,19,DRD
95.61561,16.408861,Ayeyarwady,0,Phyapon,0,Bogale,0,Pabezu,0,740,2147,Pabezu,0,269,280,1408,1408,,Pabezu,95.61561,16.408861,1626,1626,0.0063,0.0096,5.17,5.43,1,19,DRD
95.593679,16.412529,Ayeyarwady,0,Phyapon,0,Bogale,0,Pabezu,0,740,2147,Pyayezu,0,128,120,739,739,,Pyayezu,95.593679,16.412529,853,853,0.0063,0.0096,5.17,5.43,1,19,DRD
95.592304,16.422387,Ayeyarwady,0,Phyapon,0,Bogale,0,Pyinmagon,0,343,1843,Pyinmagon,0,120,120,800,800,,Pyinmagon,95.592304,16.422387,924,924,0.0063,0.0096,5.17,5.43,1,19,DRD
95.573048,16.424985,Ayeyarwady,0,Phyapon,0,Bogale,0,Pyinmagon,0,343,1843,Kyankinzu,0,76,36,432,432,,Kyankinzu,95.573048,16.424985,499,499,0.0063,0.0096,5.17,5.43,1,19,DRD
95.585581,16.429184,Ayeyarwady,0,Phyapon,0,Bogale,0,Pyinmagon,0,343,1843,Kanzundauk,0,79,79,420,420,,Kanzundauk,95.585581,16.429184,485,485,0.0063,0.0096,5.17,5.43,1,19,DRD
95.58237,16.417802,Ayeyarwady,0,Phyapon,0,Bogale,0,Pyinmagon,0,343,1843,Wetzu,0,72,36,190,190,,Wetzu,95.58237,16.417802,219,219,0.0063,0.0096,5.17,5.43,1,19,DRD
95.572534,16.409803,Ayeyarwady,0,Phyapon,0,Bogale,0,Ngayokekaung_ashe,0,521,2246,Ngayokekaung_ashe,0,141,65,325,325,,Ngayokekaung_ashe,95.572534,16.409803,375,375,0.0063,0.0096,5.17,5.43,1,19,DRD
95.566887,16.42125,Ayeyarwady,0,Phyapon,0,Bogale,0,Ngayokekaung_ashe,0,521,2246,Sinthaykwin,0,23,25,137,137,,Sinthaykwin,95.566887,16.42125,158,158,0.0063,0.0096,5.17,5.43,1,19,DRD
95.578334,16.415755,Ayeyarwady,0,Phyapon,0,Bogale,0,Ngayokekaung_ashe,0,521,2246,Yegyaw,0,28,19,122,122,,Yegyaw,95.578334,16.415755,141,141,0.0063,0.0096,5.17,5.43,1,19,DRD
95.571618,16.405834,Ayeyarwady,0,Phyapon,0,Bogale,0,Ngayokekaung_ashe,0,521,2246,Thingyaung_ashe,0,48,38,194,194,,Thingyaung_ashe,95.571618,16.405834,224,224,0.0063,0.0096,5.17,5.43,1,19,DRD
95.569482,16.400645,Ayeyarwady,0,Phyapon,0,Bogale,0,Ngayokekaung_ashe,0,182,2246,Thingyaung_anauk,0,36,38,39,39,,Thingyaung_anauk,95.569482,16.400645,45,45,0.0063,0.0096,5.17,5.43,1,19,DRD
95.561087,16.400187,Ayeyarwady,0,Phyapon,0,Bogale,0,Ngayokekaung_ashe,0,182,2246,Myittan,0,45,38,196,196,,Myittan,95.561087,16.400187,226,226,0.0063,0.0096,5.17,5.43,1,19,DRD
95.567039,16.411329,Ayeyarwady,0,Phyapon,0,Bogale,0,Ngayokekaung_ashe,0,182,2246,Ngayokekaung_anauk,0,88,83,376,376,,Ngayokekaung_anauk,95.567039,16.411329,434,434,0.0063,0.0096,5.17,5.43,1,19,DRD
95.558492,16.425676,Ayeyarwady,0,Phyapon,0,Bogale,0,Ngayokekaung_ashe,0,182,2246,Le_eindan,0,22,45,226,226,,Le_eindan,95.558492,16.425676,261,261,0.0063,0.0096,5.17,5.43,1,19,DRD
95.566887,16.41835,Ayeyarwady,0,Phyapon,0,Bogale,0,Ngayokekaung_ashe,0,182,2246,Kanyinhtein,0,38,21,131,131,,Kanyinhtein,95.566887,16.41835,151,151,0.0063,0.0096,5.17,5.43,1,19,DRD
95.559866,16.413313,Ayeyarwady,0,Phyapon,0,Bogale,0,Ngayokekaung_ashe,0,182,2246,Kyunhnapin,0,27,40,205,205,,Kyunhnapin,95.559866,16.413313,237,237,0.0063,0.0096,5.17,5.43,1,19,DRD
95.557271,16.413313,Ayeyarwady,0,Phyapon,0,Bogale,0,Ngayokekaung_ashe,0,182,2246,Kyontalu,0,25,39,151,151,,Kyontalu,95.557271,16.413313,174,174,0.0063,0.0096,5.17,5.43,1,19,DRD
95.551319,16.411634,Ayeyarwady,0,Phyapon,0,Bogale,0,Auk_hlezeik,0,525,3095,Auk_hlezeik,0,103,119,564,564,,Auk_hlezeik,95.551319,16.411634,651,651,0.0063,0.0096,5.17,5.43,1,19,DRD
95.545366,16.420945,Ayeyarwady,0,Phyapon,0,Bogale,0,Auk_hlezeik,0,525,3059,Kyapinkwin,0,53,54,282,282,,Kyapinkwin,95.545366,16.420945,326,326,0.0063,0.0096,5.17,5.43,1,19,DRD
95.544145,16.427813,Ayeyarwady,0,Phyapon,0,Bogale,0,Auk_hlezeik,0,525,3059,Thoneindan,0,23,31,147,147,,Thoneindan,95.544145,16.427813,170,170,0.0063,0.0096,5.17,5.43,1,19,DRD
95.553761,16.419876,Ayeyarwady,0,Phyapon,0,Bogale,0,Auk_hlezeik,0,525,3059,Ngwekwe,0,46,47,207,207,,Ngwekwe,95.553761,16.419876,239,239,0.0063,0.0096,5.17,5.43,1,19,DRD
95.550708,16.42476,Ayeyarwady,0,Phyapon,0,Bogale,0,Auk_hlezeik,0,525,3059,Kokkozu,0,44,40,203,203,,Kokkozu,95.550708,16.42476,234,234,0.0063,0.0096,5.17,5.43,1,19,DRD
95.569482,16.397898,Ayeyarwady,0,Phyapon,0,Bogale,0,Auk_hlezeik,0,525,3059,Thingyaung,0,47,140,646,646,,Thingyaung,95.569482,16.397898,746,746,0.0063,0.0096,5.17,5.43,1,19,DRD
95.548114,16.413466,Ayeyarwady,0,Phyapon,0,Bogale,0,Auk_hlezeik,0,525,3059,Auk_hlezeik_anauk,0,86,49,456,456,,Auk_hlezeik_anauk,95.548114,16.413466,527,527,0.0063,0.0096,5.17,5.43,1,19,DRD
95.539414,16.416976,Ayeyarwady,0,Phyapon,0,Bogale,0,Auk_hlezeik,0,267,3059,Kalagyigwe,0,56,49,59,59,,Kalagyigwe,95.539414,16.416976,68,68,0.0063,0.0096,5.17,5.43,1,19,DRD
95.539566,16.408124,Ayeyarwady,0,Phyapon,0,Bogale,0,Auk_hlezeik,0,267,3059,Payagyigyaung,0,34,36,163,163,,Payagyigyaung,95.539566,16.408124,188,188,0.0063,0.0096,5.17,5.43,1,19,DRD
95.551013,16.406445,Ayeyarwady,0,Phyapon,0,Bogale,0,Auk_hlezeik,0,267,3059,Kwetthit,0,30,22,114,114,,Kwetthit,95.551013,16.406445,132,132,0.0063,0.0096,5.17,5.43,1,19,DRD
95.557577,16.448265,Ayeyarwady,0,Phyapon,0,Bogale,0,Seinhaing,0,818,2183,Seinhaing,0,196,190,1079,1079,,Seinhaing,95.557577,16.448265,1246,1246,0.0063,0.0096,5.17,5.43,1,19,DRD
95.543306,16.429492,Ayeyarwady,0,Phyapon,0,Bogale,0,Seinhaing,0,818,2183,Thon_eindan,0,46,47,229,229,,Thon_eindan,95.543306,16.429492,264,264,0.0063,0.0096,5.17,5.43,1,19,DRD
95.557729,16.444678,Ayeyarwady,0,Phyapon,0,Bogale,0,Seinhaing,0,818,2183,Sinthaygwe,0,47,46,268,268,,Sinthaygwe,95.557729,16.444678,309,309,0.0063,0.0096,5.17,5.43,1,19,DRD
95.57116,16.436436,Ayeyarwady,0,Phyapon,0,Bogale,0,Seinhaing,0,818,2183,Wedauk,0,38,51,171,171,,Wedauk,95.57116,16.436436,197,197,0.0063,0.0096,5.17,5.43,1,19,DRD
95.55895,16.430179,Ayeyarwady,0,Phyapon,0,Bogale,0,Seinhaing,0,818,2183,Thahtaygon,0,38,26,166,166,,Thahtaygon,95.55895,16.430179,192,192,0.0063,0.0096,5.17,5.43,1,19,DRD
95.55544,16.437352,Ayeyarwady,0,Phyapon,0,Bogale,0,Seinhaing,0,818,2183,Le_eindan,0,15,46,270,270,,Le_eindan,95.55544,16.437352,312,312,0.0063,0.0096,5.17,5.43,1,19,DRD
95.544832,16.472762,Ayeyarwady,0,Phyapon,0,Bogale,0,Thuzawa,0,438,2165,Thuzawa,0,100,80,358,358,,Thuzawa,95.544832,16.472762,413,413,0.0063,0.0096,5.17,5.43,1,19,DRD
95.541779,16.468794,Ayeyarwady,0,Phyapon,0,Bogale,0,Thuzawa,0,438,2165,Hinthawa,0,100,80,358,358,,Hinthawa,95.541779,16.468794,413,413,0.0063,0.0096,5.17,5.43,1,19,DRD
95.56185,16.460476,Ayeyarwady,0,Phyapon,0,Bogale,0,Thuzawa,0,438,2165,Thangyodaing,0,75,50,348,348,,Thangyodaing,95.56185,16.460476,402,402,0.0063,0.0096,5.17,5.43,1,19,DRD
95.562613,16.474823,Ayeyarwady,0,Phyapon,0,Bogale,0,Thuzawa,0,438,2165,Kathitkon,0,56,64,334,334,,Kathitkon,95.562613,16.474823,386,386,0.0063,0.0096,5.17,5.43,1,19,DRD
95.529264,16.470549,Ayeyarwady,0,Phyapon,0,Bogale,0,Thuzawa,0,438,2165,Shwelinban,0,86,84,415,415,,Shwelinban,95.529264,16.470549,479,479,0.0063,0.0096,5.17,5.43,1,19,DRD
95.556203,16.482225,Ayeyarwady,0,Phyapon,0,Bogale,0,Thuzawa,0,438,2165,Kanyizu,0,86,84,415,415,,Kanyizu,95.556203,16.482225,479,479,0.0063,0.0096,5.17,5.43,1,19,DRD
95.52499,16.417663,Ayeyarwady,0,Phyapon,0,Bogale,0,Kyizu_kyonpa,0,296,1485,Kyizu_kyonpa,0,79,60,298,298,,Kyizu_kyonpa,95.52499,16.417663,344,344,0.0063,0.0096,5.17,5.43,1,19,DRD
95.522625,16.421174,Ayeyarwady,0,Phyapon,0,Bogale,0,Kyizu_kyonpa,0,296,1485,Kyain,0,80,80,460,460,,Kyain,95.522625,16.421174,531,531,0.0063,0.0096,5.17,5.43,1,19,DRD
95.536056,16.435521,Ayeyarwady,0,Phyapon,0,Bogale,0,Kyizu_kyonpa,0,296,1485,Bogalegyaung,0,65,51,341,341,,Bogalegyaung,95.536056,16.435521,394,394,0.0063,0.0096,5.17,5.43,1,19,DRD
95.531782,16.413695,Ayeyarwady,0,Phyapon,0,Bogale,0,Kyizu_kyonpa,0,296,1485,Kwinbauk,0,72,72,380,380,,Kwinbauk,95.531782,16.413695,439,439,0.0063,0.0096,5.17,5.43,1,19,DRD
95.513467,16.404232,Ayeyarwady,0,Phyapon,0,Bogale,0,Kwinbongyi,0,291,1224,Kwinbongyi,0,54,70,255,255,,Kwinbongyi,95.513467,16.404232,294,294,0.0063,0.0096,5.17,5.43,1,19,DRD
95.512093,16.415374,Ayeyarwady,0,Phyapon,0,Bogale,0,Kwinbongyi,0,291,1224,Akaw,0,79,102,370,370,,Akaw,95.512093,16.415374,427,427,0.0063,0.0096,5.17,5.43,1,19,DRD
95.528577,16.400111,Ayeyarwady,0,Phyapon,0,Bogale,0,Kwinbongyi,0,291,1224,Bandula,0,78,84,433,433,,Bandula,95.528577,16.400111,500,500,0.0063,0.0096,5.17,5.43,1,19,DRD
95.501714,16.412474,Ayeyarwady,0,Phyapon,0,Bogale,0,Kwinbongyi,0,291,1224,Kyain,0,80,85,166,166,,Kyain,95.501714,16.412474,192,192,0.0063,0.0096,5.17,5.43,1,19,DRD
95.536819,16.391869,Ayeyarwady,0,Phyapon,0,Bogale,0,Kalaohnpinzu,0,463,890,Kalaohnpinzu,0,76,68,277,277,,Kalaohnpinzu,95.536819,16.391869,320,320,0.0063,0.0096,5.17,5.43,1,19,DRD
95.521556,16.38874,Ayeyarwady,0,Phyapon,0,Bogale,0,Kalaohnpinzu,0,463,890,Talokseik,0,26,26,125,125,,Talokseik,95.521556,16.38874,144,144,0.0063,0.0096,5.17,5.43,1,19,DRD
95.505835,16.384848,Ayeyarwady,0,Phyapon,0,Bogale,0,Kalaohnpinzu,0,463,890,Tonhle,0,84,60,159,159,,Tonhle,95.505835,16.384848,184,184,0.0063,0.0096,5.17,5.43,1,19,DRD
95.528424,16.387748,Ayeyarwady,0,Phyapon,0,Bogale,0,Kalaohnpinzu,0,463,890,Ayezu,0,37,37,166,166,,Ayezu,95.528424,16.387748,192,192,0.0063,0.0096,5.17,5.43,1,19,DRD
95.527661,16.374011,Ayeyarwady,0,Phyapon,0,Bogale,0,Kalaohnpinzu,0,463,890,Sabyuzu,0,18,18,79,79,,Sabyuzu,95.527661,16.374011,91,91,0.0063,0.0096,5.17,5.43,1,19,DRD
95.531172,16.394006,Ayeyarwady,0,Phyapon,0,Bogale,0,Kalaohnpinzu,0,463,890,Auksu,0,21,21,84,84,,Auksu,95.531172,16.394006,97,97,0.0063,0.0096,5.17,5.43,1,19,DRD
95.504309,16.38958,Ayeyarwady,0,Phyapon,0,Bogale,0,Tonhle,0,253,1230,Tonhle,0,33,37,168,168,,Tonhle,95.504309,16.38958,194,194,0.0063,0.0096,5.17,5.43,1,19,DRD
95.494083,16.400264,Ayeyarwady,0,Phyapon,0,Bogale,0,Tonhle,0,253,1230,Kwingyaung,0,41,41,189,189,,Kwingyaung,95.494083,16.400264,218,218,0.0063,0.0096,5.17,5.43,1,19,DRD
95.511483,16.394158,Ayeyarwady,0,Phyapon,0,Bogale,0,Tonhle,0,253,1230,Talokseik,0,36,46,164,164,,Talokseik,95.511483,16.394158,189,189,0.0063,0.0096,5.17,5.43,1,19,DRD
95.494999,16.393548,Ayeyarwady,0,Phyapon,0,Bogale,0,Tonhle,0,253,1230,Tamangyi,0,33,37,123,123,,Tamangyi,95.494999,16.393548,142,142,0.0063,0.0096,5.17,5.43,1,19,DRD
95.499425,16.41049,Ayeyarwady,0,Phyapon,0,Bogale,0,Tonhle,0,253,1230,Thanbyuyon,0,43,49,217,217,,Thanbyuyon,95.499425,16.41049,251,251,0.0063,0.0096,5.17,5.43,1,19,DRD
95.507056,16.419189,Ayeyarwady,0,Phyapon,0,Bogale,0,Tonhle,0,253,1230,Akaw,0,67,65,269,269,,Akaw,95.507056,16.419189,311,311,0.0063,0.0096,5.17,5.43,1,19,DRD
95.486757,16.354857,Ayeyarwady,0,Phyapon,0,Bogale,0,Myingagon,0,1399,8446,Kyonchin,0,21,21,132,132,,Kyonchin,95.486757,16.354857,152,152,0.0063,0.0096,5.17,5.43,1,19,DRD
95.525753,16.344096,Ayeyarwady,0,Phyapon,0,Bogale,0,Myingagon,0,1399,8446,Kazaungle,0,53,81,310,310,,Kazaungle,95.525753,16.344096,358,358,0.0063,0.0096,5.17,5.43,1,19,DRD
95.526211,16.339823,Ayeyarwady,0,Phyapon,0,Bogale,0,Myingagon,0,1399,8446,Kulan_anauk,0,84,72,486,486,,Kulan_anauk,95.526211,16.339823,561,561,0.0063,0.0096,5.17,5.43,1,19,DRD
95.517817,16.35478,Ayeyarwady,0,Phyapon,0,Bogale,0,Myingagon,0,1399,8446,Kwinwaing,0,38,28,219,219,,Kwinwaing,95.517817,16.35478,253,253,0.0063,0.0096,5.17,5.43,1,19,DRD
95.491565,16.343638,Ayeyarwady,0,Phyapon,0,Bogale,0,Myingagon,0,1399,8446,Poaungthazu,0,31,36,152,152,,Poaungthazu,95.491565,16.343638,176,176,0.0063,0.0096,5.17,5.43,1,19,DRD
95.520564,16.366685,Ayeyarwady,0,Phyapon,0,Bogale,0,Myingagon,0,1399,8446,Thanbankwe,0,49,70,284,284,,Thanbankwe,95.520564,16.366685,328,328,0.0063,0.0096,5.17,5.43,1,19,DRD
95.474012,16.341959,Ayeyarwady,0,Phyapon,0,Bogale,0,Mingan,0,308,1557,Mingan,0,49,80,248,248,,Mingan,95.474012,16.341959,286,286,0.0063,0.0096,5.17,5.43,1,19,DRD
95.478744,16.342265,Ayeyarwady,0,Phyapon,0,Bogale,0,Mingan,0,308,1557,Kyaungzu,0,73,102,404,404,,Kyaungzu,95.478744,16.342265,467,467,0.0063,0.0096,5.17,5.43,1,19,DRD
95.474775,16.361801,Ayeyarwady,0,Phyapon,0,Bogale,0,Mingan,0,308,1557,Ohnthonbin,0,43,43,196,196,,Ohnthonbin,95.474775,16.361801,226,226,0.0063,0.0096,5.17,5.43,1,19,DRD
95.489733,16.34547,Ayeyarwady,0,Phyapon,0,Bogale,0,Mingan,0,308,1557,U_seinle_asu,0,35,40,183,183,,U_seinle_asu,95.489733,16.34547,211,211,0.0063,0.0096,5.17,5.43,1,19,DRD
95.469281,16.370654,Ayeyarwady,0,Phyapon,0,Bogale,0,Mingan,0,308,1557,Akalgyi,0,108,80,526,526,,Akalgyi,95.469281,16.370654,607,607,0.0063,0.0096,5.17,5.43,1,19,DRD
95.472791,16.338144,Ayeyarwady,0,Phyapon,0,Bogale,0,Thanlaik,0,399,1992,Kankwin,0,50,51,275,275,,Kankwin,95.472791,16.338144,318,318,0.0063,0.0096,5.17,5.43,1,19,DRD
95.466228,16.334786,Ayeyarwady,0,Phyapon,0,Bogale,0,Thanlaik,0,399,1992,Hinthanyunt,0,56,52,261,261,,Hinthanyunt,95.466228,16.334786,301,301,0.0063,0.0096,5.17,5.43,1,19,DRD
95.474318,16.328528,Ayeyarwady,0,Phyapon,0,Bogale,0,Thanlaik,0,399,1992,Danizu,0,38,39,196,196,,Danizu,95.474318,16.328528,226,226,0.0063,0.0096,5.17,5.43,1,19,DRD
95.47966,16.298308,Ayeyarwady,0,Phyapon,0,Bogale,0,Haingsi,0,869,4169,Kangon,0,120,118,561,561,,Kangon,95.47966,16.298308,648,648,0.0063,0.0096,5.17,5.43,1,19,DRD
95.490496,16.290524,Ayeyarwady,0,Phyapon,0,Bogale,0,Haingsi,0,869,4169,Masein,0,72,77,390,390,,Masein,95.490496,16.290524,450,450,0.0063,0.0096,5.17,5.43,1,19,DRD
95.493244,16.304718,Ayeyarwady,0,Phyapon,0,Bogale,0,Haingsi,0,370,4169,Sayayo,0,60,77,63,63,,Sayayo,95.493244,16.304718,73,73,0.0063,0.0096,5.17,5.43,1,19,DRD
95.493091,16.303344,Ayeyarwady,0,Phyapon,0,Bogale,0,Haingsi,0,370,4169,Yegyawwa,0,72,62,320,320,,Yegyawwa,95.493091,16.303344,370,370,0.0063,0.0096,5.17,5.43,1,19,DRD
95.511254,16.302276,Ayeyarwady,0,Phyapon,0,Bogale,0,Thaganwa,0,717,3406,Thaganwa,0,72,73,388,388,,Thaganwa,95.511254,16.302276,448,448,0.0063,0.0096,5.17,5.43,1,19,DRD
95.502249,16.304718,Ayeyarwady,0,Phyapon,0,Bogale,0,Thaganwa,0,717,3406,Hinogyi,0,32,37,146,146,,Hinogyi,95.502249,16.304718,169,169,0.0063,0.0096,5.17,5.43,1,19,DRD
95.522701,16.308839,Ayeyarwady,0,Phyapon,0,Bogale,0,Thaganwa,0,717,3406,Yegyawkyaungzu,0,48,49,158,158,,Yegyawkyaungzu,95.522701,16.308839,182,182,0.0063,0.0096,5.17,5.43,1,19,DRD
95.511559,16.282434,Ayeyarwady,0,Phyapon,0,Bogale,0,Thaganwa,0,717,3406,Kyonpa,0,85,79,415,415,,Kyonpa,95.511559,16.282434,479,479,0.0063,0.0096,5.17,5.43,1,19,DRD
95.493549,16.298384,Ayeyarwady,0,Phyapon,0,Bogale,0,Thaganwa,0,717,3406,Zigyaung,0,32,35,125,125,,Zigyaung,95.493549,16.298384,144,144,0.0063,0.0096,5.17,5.43,1,19,DRD
95.499807,16.310899,Ayeyarwady,0,Phyapon,0,Bogale,0,Thaganwa,0,717,3406,Le_eindan,0,43,42,152,152,,Le_eindan,95.499807,16.310899,176,176,0.0063,0.0096,5.17,5.43,1,19,DRD
95.50927,16.311815,Ayeyarwady,0,Phyapon,0,Bogale,0,Thaganwa,0,717,3406,Thakan_ywathit,0,46,45,173,173,,Thakan_ywathit,95.50927,16.311815,200,200,0.0063,0.0096,5.17,5.43,1,19,DRD
95.491107,16.257785,Ayeyarwady,0,Phyapon,0,Bogale,0,Sabegon,0,16,3155,Sabegon,0,47,47,399,399,,Sabegon,95.491107,16.257785,461,461,0.0063,0.0096,5.17,5.43,1,19,DRD
95.495075,16.265721,Ayeyarwady,0,Phyapon,0,Bogale,0,Sabegon,0,516,3155,Bawathit,0,87,87,578,578,,Bawathit,95.495075,16.265721,667,667,0.0063,0.0096,5.17,5.43,1,19,DRD
